Time,ActPow,PrimT,HwTSet,HwTOutlet,PrimTSet,HwActive,ChActive
2017-11-07T03:36:41.426Z,,58.3,54,47,,,
2017-11-07T03:36:51.423Z,,57.4,54,47,,,
2017-11-07T03:37:01.425Z,,56.8,54,47,,,
2017-11-07T03:37:11.425Z,,55.9,54,46.9,,,
2017-11-07T03:37:21.421Z,,55.5,54,46.9,,,
2017-11-07T03:37:31.423Z,,54.9,54,46.9,,,
2017-11-07T03:37:41.431Z,,54.6,54,46.8,,,
2017-11-07T03:37:51.424Z,,53.9,54,46.8,,,
2017-11-07T03:38:01.420Z,,53.7,54,46.7,,,
2017-11-07T03:38:11.429Z,,53.3,54,46.6,,,
2017-11-07T03:38:21.428Z,37,57.1,54,46.6,,0,2
2017-11-07T03:38:36.571Z,29,57.7,54,46.5,,,
2017-11-07T03:38:41.425Z,29,58.1,54,46.4,,,
2017-11-07T03:38:51.424Z,,59.3,54,46.3,,,
2017-11-07T03:39:01.420Z,,60,54,46.3,,,
2017-11-07T03:39:11.425Z,,61.1,54,46.2,,,
2017-11-07T03:39:21.422Z,,61.4,54,46.2,,,
2017-11-07T03:39:31.425Z,29,62,54,46.2,,,
2017-11-07T03:39:41.425Z,,62.6,54,46.3,,,
2017-11-07T03:39:51.421Z,,63.1,54,46.3,,,
2017-11-07T03:40:01.425Z,,63.4,54,46.4,,,
2017-11-07T03:40:11.426Z,,64,54,46.4,,,
2017-11-07T03:40:21.425Z,,64.1,54,46.5,,,
2017-11-07T03:40:31.427Z,,64.5,54,46.5,,,
2017-11-07T03:40:41.427Z,30,64.7,54,46.6,,,
2017-11-07T03:40:51.422Z,0,64.9,54,46.6,,0,2
2017-11-07T03:41:01.424Z,,61.9,54,46.7,,,
2017-11-07T03:41:11.424Z,,61.4,54,46.7,,,
2017-11-07T03:41:21.424Z,,59.9,54,46.8,,,
2017-11-07T03:41:31.423Z,,58.9,54,46.8,,,
2017-11-07T03:41:41.425Z,,58.4,54,46.9,,,
2017-11-07T03:41:51.427Z,,57.6,54,46.9,,,
2017-11-07T03:42:01.423Z,,56.9,54,46.9,,,
2017-11-07T03:42:11.425Z,,56.2,54,46.9,,,
2017-11-07T03:42:21.421Z,,55.6,54,46.8,,,
2017-11-07T03:42:31.430Z,,54.9,54,46.8,,,
2017-11-07T03:42:41.426Z,,54.6,54,46.7,,,
2017-11-07T03:42:51.429Z,,54.1,54,46.7,,,
2017-11-07T03:43:01.423Z,,53.8,54,46.6,,,
2017-11-07T03:43:11.426Z,,53.4,54,46.6,,,
2017-11-07T03:43:21.426Z,37,57.1,54,46.5,,0,2
2017-11-07T03:43:31.433Z,30,57.7,54,46.4,,,
2017-11-07T03:43:41.425Z,29,58.1,54,46.4,,,
2017-11-07T03:43:51.422Z,,59.3,54,46.3,,,
2017-11-07T03:44:01.429Z,29,60,54,46.3,,,
2017-11-07T03:44:11.432Z,,60.7,54,46.3,,,
2017-11-07T03:44:21.425Z,30,61.4,54,46.3,,,
2017-11-07T03:44:31.427Z,30,62,54,46.4,,,
2017-11-07T03:44:41.433Z,29,62.5,54,46.4,,,
2017-11-07T03:44:51.423Z,,63.1,54,46.5,,,
2017-11-07T03:45:01.425Z,,63.4,54,46.5,,,
2017-11-07T03:45:11.682Z,,63.8,54,46.6,,,
2017-11-07T03:45:21.856Z,29,64.1,54,46.6,,,
2017-11-07T03:45:31.905Z,,64.4,54,46.7,,,
2017-11-07T03:45:46.729Z,,64.6,54,46.8,,,
2017-11-07T03:45:51.424Z,,64.8,54,46.8,,,
2017-11-07T03:46:01.470Z,0,64.9,54,46.9,,0,2
2017-11-07T03:46:11.434Z,,61.9,54,47,,,
2017-11-07T03:46:21.425Z,,61.3,54,47,,,
2017-11-07T03:46:31.430Z,,59.9,54,47.1,,,
2017-11-07T03:46:41.428Z,,58.9,54,47.2,,,
2017-11-07T03:46:51.426Z,,57.9,54,47.2,,,
2017-11-07T03:47:01.430Z,,57.3,54,47.2,,,
2017-11-07T03:47:11.423Z,,56.6,54,47.2,,,
2017-11-07T03:47:21.434Z,,55.9,54,47.2,,,
2017-11-07T03:47:31.429Z,,55.3,54,47.1,,,
2017-11-07T03:47:41.429Z,,54.7,54,47.1,,,
2017-11-07T03:47:51.431Z,,54.1,54,47,,,
2017-11-07T03:48:01.426Z,,53.7,54,46.9,,,
2017-11-07T03:48:11.426Z,,53.1,54,46.8,,,
2017-11-07T03:48:21.430Z,41,56,54,46.8,,0,2
2017-11-07T03:48:31.430Z,29,57.4,54,46.7,,,
2017-11-07T03:48:41.425Z,,58,54,46.6,,,
2017-11-07T03:48:51.432Z,,59,54,46.5,,,
2017-11-07T03:49:01.434Z,,59.4,54,46.5,,,
2017-11-07T03:49:11.432Z,,60,54,46.4,,,
2017-11-07T03:49:21.432Z,,60.6,54,46.4,,,
2017-11-07T03:49:31.431Z,,61.2,54,46.4,,,
2017-11-07T03:49:41.431Z,,61.6,54,46.4,,,
2017-11-07T03:49:51.432Z,,62,54,46.5,,,
2017-11-07T03:50:01.430Z,,62.4,54,46.5,,,
2017-11-07T03:50:11.430Z,,62.7,54,46.6,,,
2017-11-07T03:50:21.430Z,,63.1,54,46.6,,,
2017-11-07T03:50:31.434Z,,63.2,54,46.7,,,
2017-11-07T03:50:41.425Z,,63.4,54,46.7,,,
2017-11-07T03:50:51.429Z,30,63.6,54,46.7,,,
2017-11-07T03:51:01.431Z,,63.9,54,46.8,,,
2017-11-07T03:51:11.427Z,29,64.1,54,46.8,,,
2017-11-07T03:51:21.436Z,,64.2,54,46.8,,,
2017-11-07T03:51:31.432Z,,64.4,54,46.9,,,
2017-11-07T03:51:41.436Z,,64.5,54,46.9,,,
2017-11-07T03:51:51.450Z,,64.7,54,47,,,
2017-11-07T03:52:01.432Z,,64.8,54,47,,,
2017-11-07T03:52:11.429Z,,64.9,54,47.1,,,
2017-11-07T03:52:21.435Z,0,62.7,54,47.1,,0,2
2017-11-07T03:52:31.430Z,,61.5,54,47.2,,,
2017-11-07T03:52:41.428Z,,60.6,54,47.3,,,
2017-11-07T03:52:51.428Z,,58.9,54,47.3,,,
2017-11-07T03:53:01.426Z,,58.4,54,47.3,,,
2017-11-07T03:53:11.434Z,,57.6,54,47.3,,,
2017-11-07T03:53:21.428Z,,56.8,54,47.3,,,
2017-11-07T03:53:31.432Z,,56.1,54,47.3,,,
2017-11-07T03:53:41.429Z,,55.5,54,47.3,,,
2017-11-07T03:53:51.433Z,,54.9,54,47.2,,,
2017-11-07T03:54:01.428Z,39,58.2,54,47.2,,0,2
2017-11-07T03:54:11.433Z,30,58.9,54,47.1,,,
2017-11-07T03:54:21.427Z,29,59.1,54,47.1,,,
2017-11-07T03:54:31.428Z,,60.2,54,47,,,
2017-11-07T03:54:41.436Z,,61.1,54,46.9,,,
2017-11-07T03:54:51.432Z,,61.5,54,46.9,,,
2017-11-07T03:55:01.432Z,,62.2,54,46.9,,,
2017-11-07T03:55:11.433Z,,62.8,54,47,,,
2017-11-07T03:55:21.438Z,30,63.3,54,47,,,
2017-11-07T03:55:31.430Z,29,63.8,54,47,,,
2017-11-07T03:55:41.435Z,,64.1,54,47.1,,,
2017-11-07T03:55:51.429Z,30,64.5,54,47.2,,,
2017-11-07T03:56:01.434Z,29,64.8,54,47.2,,,
2017-11-07T03:56:11.434Z,0,63.9,54,47.3,,0,2
2017-11-07T03:56:21.435Z,,61.9,54,47.4,,,
2017-11-07T03:56:31.435Z,,60.9,54,47.4,,,
2017-11-07T03:56:41.450Z,0,59.8,54,47.5,61,0,2
2017-11-07T03:56:51.438Z,,58.9,54,47.5,,,
2017-11-07T03:57:01.440Z,,58.2,54,47.5,,,
2017-11-07T03:57:11.437Z,,57.4,54,47.5,,,
2017-11-07T03:57:21.437Z,,56.8,54,47.5,,,
2017-11-07T03:57:31.441Z,,56.2,54,47.5,,,
2017-11-07T03:57:41.441Z,,55.6,54,47.4,,,
2017-11-07T03:57:51.436Z,,55.2,54,47.4,,,
2017-11-07T03:58:01.435Z,,54.7,54,47.3,,,
2017-11-07T03:58:11.431Z,,54.4,54,47.3,,,
2017-11-07T03:58:21.432Z,,53.9,54,47.3,,,
2017-11-07T03:58:31.433Z,,53.7,54,47.2,,,
2017-11-07T03:58:41.442Z,,53.4,54,47.1,,,
2017-11-07T03:58:51.462Z,,53.1,54,47.1,,,
2017-11-07T03:59:01.437Z,41,56.3,54,47,,0,2
2017-11-07T03:59:11.432Z,29,57.6,54,46.9,,,
2017-11-07T03:59:21.438Z,29,58.1,54,46.8,,,
2017-11-07T03:59:31.437Z,,59,54,46.7,,,
2017-11-07T03:59:41.439Z,,59.8,54,46.7,,,
2017-11-07T03:59:51.430Z,,60.5,54,46.7,,,
2017-11-07T04:00:01.437Z,30,61.2,54,46.7,,,
2017-11-07T04:00:11.437Z,29,62,54,46.7,,,
2017-11-07T04:00:21.438Z,,62.4,54,46.7,,,
2017-11-07T04:00:31.434Z,,62.7,54,46.7,,,
2017-11-07T04:00:41.437Z,,63.2,54,46.8,,,
2017-11-07T04:00:51.433Z,,63.5,54,46.8,,,
2017-11-07T04:01:01.431Z,29,64,54,46.9,,,
2017-11-07T04:01:11.433Z,,64.2,54,47,,,
2017-11-07T04:01:21.438Z,,64.5,54,47,,,
2017-11-07T04:01:31.433Z,30,64.7,54,47.1,,,
2017-11-07T04:01:41.432Z,29,65.1,54,47.1,,,
2017-11-07T04:01:51.436Z,0,62.9,54,47.1,,0,2
2017-11-07T04:02:01.442Z,,61.5,54,47.2,,,
2017-11-07T04:02:11.438Z,,60.6,54,47.2,,,
2017-11-07T04:02:21.435Z,,59.4,54,47.2,,,
2017-11-07T04:02:31.436Z,,58.5,54,47.2,,,
2017-11-07T04:02:41.441Z,,57.7,54,47.2,,,
2017-11-07T04:02:51.447Z,,56.8,54,47.2,,,
2017-11-07T04:03:01.437Z,,56.3,54,47.1,,,
2017-11-07T04:03:11.441Z,,55.6,54,47,,,
2017-11-07T04:03:21.435Z,,54.9,54,47,,,
2017-11-07T04:03:31.440Z,,54.6,54,46.9,,,
2017-11-07T04:03:46.537Z,,54.1,54,46.8,,,
2017-11-07T04:03:51.438Z,,53.7,54,46.8,,,
2017-11-07T04:04:01.441Z,38,57.1,54,46.7,,0,2
2017-11-07T04:04:11.440Z,29,57.9,54,46.6,,,
2017-11-07T04:04:21.436Z,,58.1,54,46.6,,,
2017-11-07T04:04:31.440Z,,59.4,54,46.5,,,
2017-11-07T04:04:41.439Z,,60.1,54,46.5,,,
2017-11-07T04:04:51.437Z,,61.1,54,46.5,,,
2017-11-07T04:05:01.437Z,,61.5,54,46.5,,,
2017-11-07T04:05:11.438Z,,62.1,54,46.5,,,
2017-11-07T04:05:21.449Z,30,62.6,54,46.6,,,
2017-11-07T04:05:31.439Z,29,63.1,54,46.6,,,
2017-11-07T04:05:41.442Z,,63.5,54,46.7,,,
2017-11-07T04:05:51.444Z,,64,54,46.8,,,
2017-11-07T04:06:01.441Z,,64.2,54,46.9,,,
2017-11-07T04:06:11.454Z,30,64.6,54,47,,,
2017-11-07T04:06:21.446Z,29,64.8,54,47,,,
2017-11-07T04:06:31.439Z,0,63.8,54,47.1,,0,2
2017-11-07T04:06:41.436Z,,61.6,54,47.2,,,
2017-11-07T04:06:51.441Z,,60.9,54,47.2,,,
2017-11-07T04:07:01.441Z,,59.8,54,47.3,,,
2017-11-07T04:07:11.440Z,,58.8,54,47.3,,,
2017-11-07T04:07:21.442Z,,57.9,54,47.3,,,
2017-11-07T04:07:31.441Z,,57.2,54,47.2,,,
2017-11-07T04:07:41.441Z,,56.6,54,47.2,,,
2017-11-07T04:07:51.446Z,,55.9,54,47.1,,,
2017-11-07T04:08:01.442Z,,55.4,54,47.1,,,
2017-11-07T04:08:11.440Z,,54.9,54,47,,,
2017-11-07T04:08:21.447Z,,54.5,54,46.9,,,
2017-11-07T04:08:31.443Z,,53.9,54,46.8,,,
2017-11-07T04:08:41.446Z,,53.7,54,46.8,,,
2017-11-07T04:08:51.442Z,,53.3,54,46.7,,,
2017-11-07T04:09:01.449Z,41,56.1,54,46.6,,0,2
2017-11-07T04:09:11.442Z,29,57.7,54,46.5,,,
2017-11-07T04:09:21.440Z,29,58.1,54,46.4,,,
2017-11-07T04:09:31.438Z,30,59.3,54,46.4,,,
2017-11-07T04:09:41.757Z,30,60,54,46.3,,,
2017-11-07T04:09:51.443Z,29,60.7,54,46.3,,,
2017-11-07T04:10:01.440Z,30,61.4,54,46.3,,,
2017-11-07T04:10:11.440Z,,62.1,54,46.4,,,
2017-11-07T04:10:21.441Z,29,62.6,54,46.4,,,
2017-11-07T04:10:31.443Z,,63.1,54,46.4,,,
2017-11-07T04:10:41.452Z,,63.5,54,46.5,,,
2017-11-07T04:10:51.439Z,,63.9,54,46.5,,,
2017-11-07T04:11:01.440Z,30,64.2,54,46.5,,,
2017-11-07T04:11:11.436Z,29,64.6,54,46.6,,,
2017-11-07T04:11:21.444Z,,64.8,54,46.7,,,
2017-11-07T04:11:31.444Z,0,63.8,54,46.7,,0,2
2017-11-07T04:11:41.452Z,,61.6,54,46.8,,,
2017-11-07T04:11:51.439Z,,60.9,54,46.8,,,
2017-11-07T04:12:01.451Z,,59.8,54,46.9,,,
2017-11-07T04:12:11.439Z,,58.8,54,46.9,,,
2017-11-07T04:12:21.440Z,,57.9,54,46.9,,,
2017-11-07T04:12:31.448Z,,57.2,54,46.9,,,
2017-11-07T04:12:41.439Z,,56.6,54,46.9,,,
2017-11-07T04:12:51.438Z,,55.9,54,46.9,,,
2017-11-07T04:13:01.446Z,,55.4,54,46.9,,,
2017-11-07T04:13:11.438Z,,54.9,54,46.8,,,
2017-11-07T04:13:21.439Z,,54.5,54,46.8,,,
2017-11-07T04:13:31.439Z,,53.9,54,46.7,,,
2017-11-07T04:13:41.457Z,,53.6,54,46.6,,,
2017-11-07T04:13:51.452Z,,53.2,54,46.6,,,
2017-11-07T04:14:01.452Z,41,56.1,54,46.5,,0,2
2017-11-07T04:14:11.445Z,30,57.7,54,46.4,,,
2017-11-07T04:14:21.445Z,29,58,54,46.4,,,
2017-11-07T04:14:31.444Z,,59.1,54,46.3,,,
2017-11-07T04:14:41.449Z,,60,54,46.3,,,
2017-11-07T04:14:51.440Z,,60.6,54,46.3,,,
2017-11-07T04:15:01.448Z,,61.3,54,46.3,,,
2017-11-07T04:15:11.442Z,,62,54,46.3,,,
2017-11-07T04:15:21.444Z,,62.5,54,46.3,,,
2017-11-07T04:15:31.442Z,,63.1,54,46.4,,,
2017-11-07T04:15:41.445Z,,63.4,54,46.4,,,
2017-11-07T04:15:51.444Z,,63.9,54,46.5,,,
2017-11-07T04:16:01.442Z,,64.1,54,46.5,,,
2017-11-07T04:16:11.442Z,,64.5,54,46.6,,,
2017-11-07T04:16:21.451Z,,64.7,54,46.7,,,
2017-11-07T04:16:31.457Z,,65.1,54,46.7,,,
2017-11-07T04:16:41.451Z,0,62.6,54,46.8,,0,2
2017-11-07T04:16:51.444Z,,61.5,54,46.9,,,
2017-11-07T04:17:01.443Z,,60.6,54,46.9,,,
2017-11-07T04:17:11.443Z,,59.4,54,46.9,,,
2017-11-07T04:17:21.443Z,,58.5,54,47,,,
2017-11-07T04:17:31.442Z,,57.8,54,47,,,
2017-11-07T04:17:41.496Z,,56.9,54,47,,,
2017-11-07T04:17:51.449Z,,56.3,54,46.9,,,
2017-11-07T04:18:01.440Z,,55.7,54,46.9,,,
2017-11-07T04:18:11.441Z,,55.2,54,46.8,,,
2017-11-07T04:18:21.454Z,,54.7,54,46.8,,,
2017-11-07T04:18:31.443Z,,54.3,54,46.7,,,
2017-11-07T04:18:41.444Z,,53.8,54,46.7,,,
2017-11-07T04:18:51.450Z,,53.4,54,46.6,,,
2017-11-07T04:19:01.441Z,41,56.3,54,46.6,,0,2
2017-11-07T04:19:11.446Z,29,57.8,54,46.5,,,
2017-11-07T04:19:21.450Z,29,58.1,54,46.4,,,
2017-11-07T04:19:31.449Z,,59.3,54,46.3,,,
2017-11-07T04:19:41.446Z,,59.9,54,46.3,,,
2017-11-07T04:19:51.451Z,,60.7,54,46.3,,,
2017-11-07T04:20:01.450Z,,61.4,54,46.3,,,
2017-11-07T04:20:11.442Z,,62,54,46.3,,,
2017-11-07T04:20:21.450Z,,62.6,54,46.3,,,
2017-11-07T04:20:31.471Z,,63.1,54,46.4,,,
2017-11-07T04:20:41.446Z,,63.5,54,46.4,,,
2017-11-07T04:20:51.454Z,,64,54,46.5,,,
2017-11-07T04:21:01.442Z,,64.2,54,46.5,,,
2017-11-07T04:21:11.445Z,30,64.6,54,46.6,,,
2017-11-07T04:21:21.450Z,29,64.8,54,46.6,,,
2017-11-07T04:21:31.452Z,0,64.8,54,46.7,,0,2
2017-11-07T04:21:41.450Z,,62.2,54,46.8,,,
2017-11-07T04:21:51.446Z,,61.3,54,46.8,,,
2017-11-07T04:22:01.452Z,,59.9,54,46.9,,,
2017-11-07T04:22:11.443Z,,58.9,54,47,,,
2017-11-07T04:22:21.453Z,,58.3,54,47,,,
2017-11-07T04:22:31.451Z,,57.4,54,47,,,
2017-11-07T04:22:41.451Z,,56.8,54,47,,,
2017-11-07T04:22:51.455Z,,56.2,54,47,,,
2017-11-07T04:23:01.448Z,,55.5,54,47,,,
2017-11-07T04:23:11.443Z,,54.9,54,46.9,,,
2017-11-07T04:23:21.448Z,,54.6,54,46.9,,,
2017-11-07T04:23:31.458Z,,54.1,54,46.8,,,
2017-11-07T04:23:41.460Z,,53.8,54,46.7,,,
2017-11-07T04:23:51.445Z,,53.4,54,46.6,,,
2017-11-07T04:24:01.455Z,41,56.2,54,46.6,,0,2
2017-11-07T04:24:11.446Z,30,57.8,54,46.5,,,
2017-11-07T04:24:21.444Z,29,58.1,54,46.4,,,
2017-11-07T04:24:31.447Z,30,59.4,54,46.3,,,
2017-11-07T04:24:41.445Z,30,60,54,46.3,,,
2017-11-07T04:24:51.455Z,29,60.8,54,46.3,,,
2017-11-07T04:25:01.445Z,,61.5,54,46.3,,,
2017-11-07T04:25:11.447Z,,62.1,54,46.3,,,
2017-11-07T04:25:21.451Z,,62.7,54,46.4,,,
2017-11-07T04:25:36.540Z,,63.2,54,46.4,,,
2017-11-07T04:25:41.463Z,,63.5,54,46.4,,,
2017-11-07T04:25:51.455Z,,64,54,46.5,,,
2017-11-07T04:26:01.455Z,,64.2,54,46.5,,,
2017-11-07T04:26:11.452Z,30,64.6,54,46.6,,,
2017-11-07T04:26:21.446Z,29,64.8,54,46.6,,,
2017-11-07T04:26:31.455Z,,65.1,54,46.7,,,
2017-11-07T04:26:41.785Z,0,62.6,54,46.7,,0,2
2017-11-07T04:26:51.480Z,,61.4,54,46.8,,,
2017-11-07T04:27:01.449Z,,60.1,54,46.8,,,
2017-11-07T04:27:11.455Z,,59.1,54,46.9,,,
2017-11-07T04:27:21.448Z,,58.4,54,46.9,,,
2017-11-07T04:27:31.454Z,,57.6,54,46.9,,,
2017-11-07T04:27:41.453Z,,56.9,54,46.9,,,
2017-11-07T04:27:51.454Z,,56.2,54,46.9,,,
2017-11-07T04:28:01.453Z,,55.6,54,46.8,,,
2017-11-07T04:28:11.458Z,,55.1,54,46.8,,,
2017-11-07T04:28:21.453Z,,54.7,54,46.8,,,
2017-11-07T04:28:31.460Z,,54.3,54,46.7,,,
2017-11-07T04:28:41.456Z,,53.8,54,46.7,,,
2017-11-07T04:28:51.452Z,,53.4,54,46.6,,,
2017-11-07T04:29:01.450Z,41,56.3,54,46.6,,0,2
2017-11-07T04:29:11.450Z,30,57.8,54,46.5,,,
2017-11-07T04:29:21.447Z,29,58.1,54,46.4,,,
2017-11-07T04:29:31.450Z,,59.4,54,46.4,,,
2017-11-07T04:29:41.456Z,,60.1,54,46.3,,,
2017-11-07T04:29:51.457Z,30,60.8,54,46.3,,,
2017-11-07T04:30:01.456Z,29,61.5,54,46.4,,,
2017-11-07T04:30:11.452Z,,62.1,54,46.4,,,
2017-11-07T04:30:26.538Z,,62.7,54,46.4,,,
2017-11-07T04:30:31.454Z,30,63.1,54,46.5,,,
2017-11-07T04:30:41.462Z,29,63.5,54,46.5,,,
2017-11-07T04:30:51.450Z,,64,54,46.6,,,
2017-11-07T04:31:01.449Z,,64.4,54,46.7,,,
2017-11-07T04:31:11.450Z,30,64.6,54,46.7,,,
2017-11-07T04:31:21.448Z,29,64.9,54,46.7,,,
2017-11-07T04:31:31.457Z,0,63.4,54,46.8,,0,2
2017-11-07T04:31:41.459Z,,61.6,54,46.8,,,
2017-11-07T04:31:51.452Z,,60.8,54,46.9,,,
2017-11-07T04:32:01.464Z,,59.6,54,46.9,,,
2017-11-07T04:32:11.451Z,,58.7,54,47,,,
2017-11-07T04:32:21.464Z,,57.8,54,47,,,
2017-11-07T04:32:31.463Z,,57.1,54,47,,,
2017-11-07T04:32:41.455Z,,56.5,54,47,,,
2017-11-07T04:32:51.462Z,,55.7,54,46.9,,,
2017-11-07T04:33:01.464Z,,55.3,54,46.9,,,
2017-11-07T04:33:16.570Z,,54.8,54,46.9,,,
2017-11-07T04:33:21.456Z,,54.4,54,46.8,,,
2017-11-07T04:33:31.458Z,,53.9,54,46.7,,,
2017-11-07T04:33:41.452Z,,53.6,54,46.7,,,
2017-11-07T04:33:51.458Z,,53.2,54,46.6,,,
2017-11-07T04:34:01.528Z,42,56.1,54,46.5,,0,2
2017-11-07T04:34:11.476Z,30,57.7,54,46.5,,,
2017-11-07T04:34:21.452Z,29,58,54,46.4,,,
2017-11-07T04:34:31.451Z,,59.1,54,46.3,,,
2017-11-07T04:34:41.460Z,30,59.8,54,46.3,,,
2017-11-07T04:34:51.452Z,30,60.6,54,46.3,,,
2017-11-07T04:35:06.513Z,29,61.3,54,46.3,,,
2017-11-07T04:35:11.460Z,,62,54,46.3,,,
2017-11-07T04:35:21.453Z,,62.4,54,46.3,,,
2017-11-07T04:35:31.459Z,30,63.1,54,46.4,,,
2017-11-07T04:35:41.460Z,29,63.3,54,46.4,,,
2017-11-07T04:35:51.454Z,,63.8,54,46.5,,,
2017-11-07T04:36:01.454Z,,64.1,54,46.5,,,
2017-11-07T04:36:11.455Z,,64.4,54,46.6,,,
2017-11-07T04:36:21.475Z,,64.7,54,46.7,,,
2017-11-07T04:36:31.466Z,,64.9,54,46.7,,,
2017-11-07T04:36:41.493Z,0,63.3,54,46.8,,0,2
2017-11-07T04:36:51.454Z,,61.8,54,46.8,,,
2017-11-07T04:37:01.456Z,,60.8,54,46.9,,,
2017-11-07T04:37:11.458Z,,59.6,54,46.9,,,
2017-11-07T04:37:21.458Z,,58.7,54,46.9,,,
2017-11-07T04:37:31.456Z,,57.8,54,46.9,,,
2017-11-07T04:37:41.461Z,,57.1,54,46.9,,,
2017-11-07T04:37:51.456Z,,56.5,54,46.9,,,
2017-11-07T04:38:01.458Z,,55.9,54,46.8,,,
2017-11-07T04:38:11.454Z,,55.3,54,46.8,,,
2017-11-07T04:38:21.455Z,,54.8,54,46.7,,,
2017-11-07T04:38:31.455Z,,54.4,54,46.6,,,
2017-11-07T04:38:41.455Z,,53.9,54,46.6,,,
2017-11-07T04:38:51.455Z,,53.5,54,46.5,,,
2017-11-07T04:39:01.456Z,42,56.3,54,46.4,,0,2
2017-11-07T04:39:11.455Z,30,57.8,54,46.3,,,
2017-11-07T04:39:21.463Z,29,58.1,54,46.3,,,
2017-11-07T04:39:31.462Z,30,59.3,54,46.2,,,
2017-11-07T04:39:41.459Z,29,60,54,46.2,,,
2017-11-07T04:39:56.551Z,,60.7,54,46.2,,,
2017-11-07T04:40:01.454Z,,61.4,54,46.2,,,
2017-11-07T04:40:11.463Z,,62.1,54,46.3,,,
2017-11-07T04:40:21.457Z,,62.6,54,46.3,,,
2017-11-07T04:40:31.462Z,30,63.1,54,46.4,,,
2017-11-07T04:40:41.461Z,29,63.5,54,46.5,,,
2017-11-07T04:40:51.469Z,,64,54,46.6,,,
2017-11-07T04:41:01.455Z,,64.2,54,46.6,,,
2017-11-07T04:41:11.461Z,,64.6,54,46.7,,,
2017-11-07T04:41:21.455Z,,64.8,54,46.8,,,
2017-11-07T04:41:31.454Z,0,63.5,54,46.8,,0,2
2017-11-07T04:41:41.458Z,,61.8,54,46.9,,,
2017-11-07T04:41:51.459Z,,60.9,54,47,,,
2017-11-07T04:42:01.458Z,,59.7,54,47,,,
2017-11-07T04:42:11.465Z,,58.8,54,47.1,,,
2017-11-07T04:42:21.464Z,,57.9,54,47.1,,,
2017-11-07T04:42:31.464Z,,57.2,54,47.1,,,
2017-11-07T04:42:41.463Z,,56.6,54,47.1,,,
2017-11-07T04:42:51.463Z,,55.9,54,47,,,
2017-11-07T04:43:01.462Z,,55.4,54,47,,,
2017-11-07T04:43:11.465Z,,54.9,54,46.9,,,
2017-11-07T04:43:21.455Z,,54.5,54,46.9,,,
2017-11-07T04:43:31.457Z,,53.9,54,46.8,,,
2017-11-07T04:43:41.468Z,,53.6,54,46.7,,,
2017-11-07T04:43:56.548Z,,53.3,54,46.6,,,
2017-11-07T04:44:01.463Z,41,56.4,54,46.6,,0,2
2017-11-07T04:44:16.560Z,29,57.7,54,46.5,,,
2017-11-07T04:44:21.459Z,,58,54,46.4,,,
2017-11-07T04:44:31.465Z,30,59.1,54,46.3,,,
2017-11-07T04:44:41.460Z,29,60,54,46.3,,,
2017-11-07T04:44:56.552Z,,60.7,54,46.3,,,
2017-11-07T04:45:01.466Z,,61.4,54,46.3,,,
2017-11-07T04:45:11.460Z,,62,54,46.3,,,
2017-11-07T04:45:21.462Z,,62.6,54,46.3,,,
2017-11-07T04:45:31.456Z,,63.1,54,46.4,,,
2017-11-07T04:45:41.463Z,,63.5,54,46.4,,,
2017-11-07T04:45:51.463Z,,63.9,54,46.5,,,
2017-11-07T04:46:01.465Z,,64.2,54,46.5,,,
2017-11-07T04:46:11.457Z,,64.5,54,46.6,,,
2017-11-07T04:46:21.466Z,,64.7,54,46.7,,,
2017-11-07T04:46:31.459Z,0,64.9,54,46.7,,0,2
2017-11-07T04:46:41.462Z,,62.2,54,46.8,,,
2017-11-07T04:46:51.459Z,,61.3,54,46.9,,,
2017-11-07T04:47:01.467Z,,59.8,54,47,,,
2017-11-07T04:47:11.461Z,,58.9,54,47,,,
2017-11-07T04:47:21.457Z,,58.2,54,47.1,,,
2017-11-07T04:47:31.467Z,,57.3,54,47.1,,,
2017-11-07T04:47:41.475Z,,56.7,54,47.1,,,
2017-11-07T04:47:51.460Z,,56.1,54,47,,,
2017-11-07T04:48:01.463Z,,55.4,54,47,,,
2017-11-07T04:48:11.467Z,,54.9,54,46.9,,,
2017-11-07T04:48:21.461Z,,54.5,54,46.9,,,
2017-11-07T04:48:31.459Z,,53.9,54,46.8,,,
2017-11-07T04:48:41.464Z,,53.6,54,46.8,,,
2017-11-07T04:48:51.464Z,,53.2,54,46.7,,,
2017-11-07T04:49:01.474Z,41,56.1,54,46.6,,0,2
2017-11-07T04:49:11.459Z,29,57.6,54,46.5,,,
2017-11-07T04:49:21.458Z,,58,54,46.4,,,
2017-11-07T04:49:36.555Z,30,59.1,54,46.4,,,
2017-11-07T04:49:41.596Z,29,59.7,54,46.3,,,
2017-11-07T04:49:51.461Z,,60.5,54,46.3,,,
2017-11-07T04:50:01.461Z,29,61.1,54,46.3,,,
2017-11-07T04:50:11.462Z,,61.6,54,46.3,,,
2017-11-07T04:50:21.461Z,,62.2,54,46.3,,,
2017-11-07T04:50:31.460Z,,62.6,54,46.3,,,
2017-11-07T04:50:41.465Z,29,63.1,54,46.4,,,
2017-11-07T04:50:51.466Z,,63.3,54,46.4,,,
2017-11-07T04:51:01.463Z,,63.6,54,46.5,,,
2017-11-07T04:51:11.462Z,,63.9,54,46.6,,,
2017-11-07T04:51:21.461Z,,64.1,54,46.6,,,
