Time,ActPow,HwTOutlet,PrimT,ChActive,HwTSet,PrimTSet,HwActive
2017-12-24T01:15:51.132Z,,23,,,54,,
2017-12-24T01:16:01.133Z,,22.8,,,54,,
2017-12-24T01:16:11.132Z,,22.8,,,54,,
2017-12-24T01:16:21.133Z,,22.8,,,54,,
2017-12-24T01:16:31.137Z,,22.8,,,54,,
2017-12-24T01:16:41.130Z,,22.8,,,54,,
2017-12-24T01:16:51.143Z,,22.7,,,54,,
2017-12-24T01:17:01.129Z,,22.7,,,54,,
2017-12-24T01:17:11.133Z,,22.7,,,54,,
2017-12-24T01:17:21.130Z,,22.7,,,54,,
2017-12-24T01:17:31.131Z,,22.7,,,54,,
2017-12-24T01:17:41.131Z,,22.6,,,54,,
2017-12-24T01:17:51.132Z,,22.6,,,54,,
2017-12-24T01:18:01.130Z,,22.6,,,54,,
2017-12-24T01:18:11.134Z,,22.6,,,54,,
2017-12-24T01:18:21.134Z,,22.6,27,,54,,
2017-12-24T01:18:31.133Z,,22.5,,,54,,
2017-12-24T01:18:41.130Z,,22.5,,,54,,
2017-12-24T01:18:51.134Z,,22.5,,,54,,
