Time,ActPow,ChActive,HwActive,PrimTSet,HwTSet,PrimT,HwTOutlet
2018-02-03T06:26:48.817Z,,,,,50,36.4,28.9
2018-02-03T06:26:58.816Z,,,,,50,,29
2018-02-03T06:27:08.816Z,30,,,,50,36.8,28.9
2018-02-03T06:27:18.816Z,29,,,,,37.1,
2018-02-03T06:27:28.818Z,,,,,50,37.3,28.9
2018-02-03T06:27:38.817Z,,,,,50,,29
2018-02-03T06:27:48.816Z,,,,,,37.6,
2018-02-03T06:27:58.817Z,,,,,50,37.8,29
2018-02-03T06:28:08.819Z,,,,,50,38,29
2018-02-03T06:28:18.817Z,,,,,,38.1,
2018-02-03T06:28:28.817Z,,,,,50,38.3,29
2018-02-03T06:28:38.816Z,,,,,50,,29
2018-02-03T06:28:48.816Z,29,,,,,38.6,
2018-02-03T06:28:58.816Z,,,,,50,38.8,29
2018-02-03T06:29:08.816Z,,,,,50,38.9,29
2018-02-03T06:29:18.817Z,29,,,,,39.1,
2018-02-03T06:29:28.817Z,30,,,,50,39.3,29
2018-02-03T06:29:38.816Z,,,,,50,,29
2018-02-03T06:29:48.817Z,29,,,,,39.6,
2018-02-03T06:29:58.817Z,,,,,50,39.8,29
2018-02-03T06:30:08.817Z,,,,,50,39.9,29
2018-02-03T06:30:18.817Z,30,,,,,40.1,
2018-02-03T06:30:28.817Z,29,,,,50,40.2,29
2018-02-03T06:30:38.816Z,,,,,50,,29
2018-02-03T06:30:48.817Z,,,,,,40.5,
2018-02-03T06:30:58.817Z,,,,,50,40.7,29
2018-02-03T06:31:08.817Z,,,,,50,,29
2018-02-03T06:31:18.817Z,30,,,,,41,
2018-02-03T06:31:28.817Z,29,,,,50,41.1,29.1
2018-02-03T06:31:38.817Z,0,1,0,,50,40.9,29.1
2018-02-03T06:31:48.817Z,,,,,50,38.7,29.1
2018-02-03T06:31:58.817Z,,,,,50,37.2,29.1
2018-02-03T06:32:08.816Z,,,,,,36.6,
2018-02-03T06:32:18.816Z,,,,,50,36.4,29.1
2018-02-03T06:32:28.816Z,,,,,50,,29.1
2018-02-03T06:32:38.816Z,,,,,50,,29.1
2018-02-03T06:32:58.816Z,,,,,50,36.3,29.1
2018-02-03T06:33:08.816Z,,,,,50,,29.1
2018-02-03T06:33:18.817Z,,,,,,36.1,
2018-02-03T06:33:28.817Z,,,,,50,36,29.1
2018-02-03T06:33:38.818Z,,,,,,35.9,
2018-02-03T06:33:48.817Z,,,,,50,,29.2
2018-02-03T06:33:58.817Z,,,,,50,,29.2
2018-02-03T06:34:18.816Z,,,,,50,,29.2
2018-02-03T06:34:28.817Z,,,,,50,35.8,29.2
2018-02-03T06:34:38.816Z,,,,,50,,29.2
2018-02-03T06:34:58.816Z,,,,,50,,29.2
2018-02-03T06:35:08.816Z,,,,,50,,29.2
2018-02-03T06:35:18.816Z,,,,,,35.7,
2018-02-03T06:35:28.816Z,,,,,50,,29.2
2018-02-03T06:35:38.817Z,,,,,50,,29.2
2018-02-03T06:35:58.816Z,,,,,50,,29.2
2018-02-03T06:36:08.817Z,,,,,50,,29.3
2018-02-03T06:36:28.816Z,,,,,50,,29.3
2018-02-03T06:36:38.816Z,,,,,50,,29.3
2018-02-03T06:36:58.817Z,,,,,50,,29.3
2018-02-03T06:37:08.816Z,,,,,50,,29.3
2018-02-03T06:37:28.817Z,,,,,50,,29.3
2018-02-03T06:37:38.817Z,,,,,50,,29.3
2018-02-03T06:37:48.816Z,,,,,,35.8,
2018-02-03T06:37:58.816Z,,,,,50,,29.3
2018-02-03T06:38:08.816Z,,,,,50,,29.3
2018-02-03T06:38:18.816Z,,,,,,35.9,
2018-02-03T06:38:28.816Z,,,,,50,,29.3
2018-02-03T06:38:38.817Z,,,,,50,,29.3
2018-02-03T06:38:48.816Z,,,,,50,36,29.3
2018-02-03T06:39:08.816Z,,,,,50,,29.3
2018-02-03T06:39:18.816Z,,,,,50,,29.3
2018-02-03T06:39:28.816Z,,,,,50,,29.3
2018-02-03T06:39:38.816Z,,,,,,36.1,
2018-02-03T06:39:48.816Z,,,,,50,,29.3
2018-02-03T06:39:58.817Z,,,,,50,,29.3
2018-02-03T06:40:18.816Z,,,,,50,,29.3
2018-02-03T06:40:28.816Z,,,,,50,,29.3
2018-02-03T06:40:38.817Z,,,,,50,,29.3
2018-02-03T06:40:58.816Z,,,,,50,,29.3
2018-02-03T06:41:08.816Z,,,,,50,,29.3
2018-02-03T06:41:28.816Z,,,,,50,,29.3
2018-02-03T06:41:38.816Z,,,,,50,,29.3
2018-02-03T06:41:58.816Z,,,,,50,,29.3
2018-02-03T06:42:08.816Z,,,,,50,,29.3
2018-02-03T06:42:28.817Z,,,,,50,,29.3
2018-02-03T06:42:38.816Z,,,,,50,,29.3
2018-02-03T06:42:58.816Z,0,1,0,59,50,36.1,29.3
2018-02-03T06:43:08.816Z,,,,,50,,29.3
2018-02-03T06:43:28.816Z,,,,,50,,29.3
2018-02-03T06:43:38.817Z,,,,,50,,29.3
2018-02-03T06:43:58.816Z,,,,,50,,29.3
2018-02-03T06:44:08.816Z,,,,,50,,29.3
2018-02-03T06:44:18.817Z,,,,,,36,
2018-02-03T06:44:28.816Z,,,,,50,,29.3
2018-02-03T06:44:38.817Z,,,,,50,,29.3
2018-02-03T06:44:58.818Z,,,,,50,,29.3
2018-02-03T06:45:08.816Z,,,,,50,,29.3
2018-02-03T06:45:28.817Z,,,,,50,,29.3
2018-02-03T06:45:38.816Z,,,,,50,36,29.3
2018-02-03T06:45:48.816Z,,,,,,35.9,
2018-02-03T06:45:58.866Z,,,,,50,,29.3
2018-02-03T06:46:08.858Z,,,,,50,,29.3
2018-02-03T06:46:28.816Z,,,,,50,,29.3
2018-02-03T06:46:38.816Z,,,,,50,,29.3
2018-02-03T06:46:58.816Z,,,,,50,,29.3
2018-02-03T06:47:08.817Z,,,,,50,,29.3
2018-02-03T06:47:18.816Z,,,,,,35.8,
2018-02-03T06:47:28.816Z,,,,,50,,29.2
2018-02-03T06:47:38.816Z,,,,,50,,29.2
2018-02-03T06:47:58.816Z,,,,,50,,29.2
2018-02-03T06:48:08.816Z,,,,,50,,29.2
2018-02-03T06:48:28.817Z,,,,,50,,29.2
2018-02-03T06:48:38.816Z,,,,,50,,29.2
2018-02-03T06:48:48.816Z,,,,,,35.7,
2018-02-03T06:48:58.816Z,,,,,50,,29.2
2018-02-03T06:49:08.816Z,,,,,50,,29.2
2018-02-03T06:49:28.816Z,,,,,50,,29.2
2018-02-03T06:49:38.816Z,,,,,50,,29.2
2018-02-03T06:49:58.816Z,,,,,50,,29.2
2018-02-03T06:50:08.816Z,,,,,50,,29.2
2018-02-03T06:50:18.816Z,,,,,,35.6,
2018-02-03T06:50:28.817Z,,,,,50,,29.2
2018-02-03T06:50:38.816Z,,,,,50,,29.2
2018-02-03T06:50:58.816Z,,,,,50,,29.2
2018-02-03T06:51:08.816Z,,,,,50,,29.2
2018-02-03T06:51:28.816Z,,,,,50,,29.2
2018-02-03T06:51:38.816Z,,,,,50,,29.1
2018-02-03T06:51:58.816Z,,,,,50,35.5,29.1
2018-02-03T06:52:08.816Z,,,,,50,,29.1
2018-02-03T06:52:28.816Z,,,,,50,,29.1
2018-02-03T06:52:38.816Z,,,,,50,,29.1
2018-02-03T06:52:58.816Z,,,,,50,,29.1
2018-02-03T06:53:08.816Z,,,,,50,,29.1
2018-02-03T06:53:28.816Z,,,,,50,,29.1
2018-02-03T06:53:38.816Z,,1,0,,50,35.5,29.1
2018-02-03T06:53:48.817Z,38,,,,50,40.2,29.1
2018-02-03T06:53:58.817Z,30,,,,50,40.7,29.1
2018-02-03T06:54:08.816Z,29,,,,50,38.5,29.1
2018-02-03T06:54:18.816Z,,,,,50,36.7,29.1
2018-02-03T06:54:28.816Z,29,,,,50,35.1,29.1
2018-02-03T06:54:38.816Z,,,,,,34.6,
2018-02-03T06:54:48.816Z,30,,,,50,34.8,29.1
2018-02-03T06:54:58.817Z,,,,,,35.3,
2018-02-03T06:55:08.816Z,,,,,50,35.8,29.1
2018-02-03T06:55:18.816Z,29,,,,,36,
2018-02-03T06:55:28.818Z,,,,,50,36.2,29.1
2018-02-03T06:55:38.816Z,,,,,50,,29
2018-02-03T06:55:48.816Z,,,,,,36.5,
2018-02-03T06:55:58.816Z,30,,,,50,36.6,29
2018-02-03T06:56:08.816Z,,,,,50,,29
2018-02-03T06:56:18.816Z,30,,,,,37.1,
2018-02-03T06:56:28.816Z,,,,,50,37.3,29
2018-02-03T06:56:38.841Z,,,,,50,,29.1
2018-02-03T06:56:48.816Z,29,,,,,37.7,
2018-02-03T06:56:58.816Z,,,,,50,37.9,29.1
2018-02-03T06:57:08.816Z,,,,,,38,
2018-02-03T06:57:18.816Z,30,,,,50,38.2,29.1
2018-02-03T06:57:28.816Z,29,,,,50,38.4,29.1
2018-02-03T06:57:38.816Z,,,,,50,,29.1
2018-02-03T06:57:48.816Z,29,,,,,38.7,
2018-02-03T06:57:58.817Z,,,,,50,38.8,29.1
2018-02-03T06:58:08.816Z,,,,,50,39.1,29.1
2018-02-03T06:58:18.816Z,,,,,,39.2,
2018-02-03T06:58:28.816Z,,,,,50,39.3,29.1
2018-02-03T06:58:38.816Z,,,,,50,,29.1
2018-02-03T06:58:48.816Z,30,,,,,39.7,
2018-02-03T06:58:58.816Z,29,,,,50,39.8,29.1
2018-02-03T06:59:08.816Z,,,,,50,40,29.1
2018-02-03T06:59:18.816Z,,,,,,40.1,
2018-02-03T06:59:28.826Z,,,,,50,40.3,29.1
2018-02-03T06:59:38.816Z,,,,,50,,29.1
2018-02-03T06:59:48.816Z,,,,,,40.6,
2018-02-03T06:59:58.816Z,,,,,50,40.7,29.1
2018-02-03T07:00:08.816Z,30,,,,50,40.9,29.1
2018-02-03T07:00:18.818Z,29,,,,,41,
2018-02-03T07:00:28.816Z,,,,,50,41.2,29.2
2018-02-03T07:00:38.816Z,,,,,50,,29.2
2018-02-03T07:00:48.817Z,,,,,,41.5,
2018-02-03T07:00:58.816Z,,,,,50,41.6,29.2
2018-02-03T07:01:08.816Z,,,,,50,,29.2
2018-02-03T07:01:18.816Z,,,,,50,41.9,29.2
2018-02-03T07:01:28.820Z,30,,,,50,42.1,29.2
2018-02-03T07:01:38.816Z,29,,,,,42.2,
2018-02-03T07:01:48.816Z,,,,,50,42.4,29.2
2018-02-03T07:01:58.847Z,,,,,50,,29.2
2018-02-03T07:02:08.816Z,30,,,,,42.8,
2018-02-03T07:02:18.816Z,,,,,50,42.9,29.3
2018-02-03T07:02:28.819Z,29,,,,50,43,29.3
2018-02-03T07:02:38.821Z,30,,,,,43.2,
2018-02-03T07:02:48.816Z,29,,,,50,43.3,29.3
2018-02-03T07:02:58.816Z,,,,,50,,29.3
2018-02-03T07:03:08.816Z,,,,,,43.6,
2018-02-03T07:03:18.816Z,29,,,,50,43.8,29.3
2018-02-03T07:03:28.821Z,0,1,0,,50,42.8,29.5
2018-02-03T07:03:38.816Z,,,,,50,40.6,29.5
2018-02-03T07:03:48.816Z,,,,,50,39.5,29.5
2018-02-03T07:03:58.816Z,,,,,50,39.1,29.5
2018-02-03T07:04:08.816Z,,,,,,38.8,
2018-02-03T07:04:18.816Z,,,,,50,,29.5
2018-02-03T07:04:28.821Z,,,,,50,,29.5
2018-02-03T07:04:38.817Z,,,,,50,,29.5
2018-02-03T07:04:48.815Z,,,,,,38.7,
2018-02-03T07:04:58.816Z,,,,,50,38.6,29.6
2018-02-03T07:05:08.817Z,,,,,50,,29.6
2018-02-03T07:05:18.816Z,,,,,,38.4,
2018-02-03T07:05:28.816Z,,,,,50,38.3,29.6
2018-02-03T07:05:38.816Z,,,,,50,,29.6
2018-02-03T07:05:58.815Z,,,,,50,,29.6
2018-02-03T07:06:08.816Z,,,,,50,,29.6
2018-02-03T07:06:18.816Z,,,,,50,38.2,29.7
2018-02-03T07:06:28.816Z,,,,,50,38.1,29.7
2018-02-03T07:06:48.816Z,,,,,50,,29.7
2018-02-03T07:06:58.821Z,,,,,50,,29.7
2018-02-03T07:07:08.815Z,,,,,,38,
2018-02-03T07:07:18.816Z,,,,,50,,29.7
2018-02-03T07:07:28.816Z,,,,,50,,29.7
2018-02-03T07:07:38.816Z,,,,,50,,29.7
2018-02-03T07:07:58.816Z,,,,,50,,29.7
2018-02-03T07:08:08.820Z,,,,,50,,29.8
2018-02-03T07:08:28.816Z,,,,,50,,29.8
2018-02-03T07:08:38.816Z,,,,,50,,29.8
2018-02-03T07:08:58.816Z,,,,,50,,29.8
2018-02-03T07:09:08.816Z,,,,,50,,29.8
2018-02-03T07:09:18.816Z,,,,,,38.1,
2018-02-03T07:09:28.816Z,,,,,50,,29.8
2018-02-03T07:09:38.820Z,,,,,50,,29.8
2018-02-03T07:09:58.816Z,,,,,50,38.2,29.8
2018-02-03T07:10:08.816Z,,,,,50,,29.8
2018-02-03T07:10:28.816Z,,,,,50,,29.8
2018-02-03T07:10:38.817Z,,,,,50,,29.8
2018-02-03T07:10:48.816Z,,,,,,38.3,
2018-02-03T07:10:58.815Z,,,,,50,,29.8
2018-02-03T07:11:08.816Z,,,,,50,,30
2018-02-03T07:11:18.816Z,,,,,,38.4,
2018-02-03T07:11:28.816Z,,,,,50,,30
2018-02-03T07:11:38.815Z,,,,,50,,30
2018-02-03T07:11:58.816Z,,,,,50,,30
2018-02-03T07:12:08.816Z,,,,,50,,30
2018-02-03T07:12:28.820Z,,,,,50,,30
2018-02-03T07:12:38.818Z,,,,,50,,30
2018-02-03T07:12:58.816Z,,,,,50,,30
2018-02-03T07:13:08.816Z,,,,,50,,30
2018-02-03T07:13:28.820Z,,,,,50,,30
2018-02-03T07:13:38.819Z,,,,,50,,30
2018-02-03T07:13:58.816Z,,,,,50,,30
2018-02-03T07:14:08.938Z,,,,,50,,30
2018-02-03T07:14:28.816Z,,,,,50,,30
2018-02-03T07:14:38.816Z,,,,,50,,30
2018-02-03T07:14:48.815Z,,,,,,38.3,
2018-02-03T07:14:58.815Z,,,,,50,,30
2018-02-03T07:15:08.816Z,,,,,50,,30
2018-02-03T07:15:28.816Z,,,,,50,,30
2018-02-03T07:15:38.816Z,,,,,50,,30
2018-02-03T07:15:58.815Z,,,,,50,,30
2018-02-03T07:16:08.816Z,,,,,50,,30
2018-02-03T07:16:18.816Z,,,,,,38.2,
2018-02-03T07:16:28.816Z,,,,,50,,30
2018-02-03T07:16:38.816Z,,,,,50,,30
2018-02-03T07:16:58.816Z,,,,,50,,30
2018-02-03T07:17:08.816Z,,,,,50,,30
2018-02-03T07:17:28.869Z,,,,,50,38.1,30
2018-02-03T07:17:38.816Z,,,,,50,,30
2018-02-03T07:17:58.816Z,,,,,50,,30
2018-02-03T07:18:08.816Z,,,,,50,,30
2018-02-03T07:18:28.816Z,,,,,50,,30
2018-02-03T07:18:38.816Z,,,,,50,,30
2018-02-03T07:18:48.815Z,,,,,,38,
2018-02-03T07:18:58.815Z,,,,,50,,29.8
2018-02-03T07:19:08.817Z,,,,,50,,29.8
2018-02-03T07:19:28.817Z,,,,,50,,29.8
2018-02-03T07:19:38.817Z,,,,,50,,29.8
2018-02-03T07:19:48.815Z,,,,,50,38,29.8
2018-02-03T07:19:58.816Z,,,,,,37.9,
2018-02-03T07:20:08.815Z,,,,,50,,29.8
2018-02-03T07:20:18.816Z,,,,,50,,29.8
2018-02-03T07:20:28.816Z,,,,,50,,29.8
2018-02-03T07:20:48.816Z,,,,,50,,29.8
2018-02-03T07:20:58.816Z,,,,,50,,29.8
2018-02-03T07:21:08.816Z,,,,,,37.8,
2018-02-03T07:21:18.816Z,,,,,50,,29.8
2018-02-03T07:21:28.817Z,,,,,50,,29.8
2018-02-03T07:21:38.816Z,,,,,50,,29.8
2018-02-03T07:21:58.816Z,,,,,50,,29.8
2018-02-03T07:22:08.817Z,,,,,50,,29.8
2018-02-03T07:22:28.817Z,,,,,50,,29.8
2018-02-03T07:22:38.816Z,,,,,50,,29.8
2018-02-03T07:22:48.817Z,,,,,,37.7,
2018-02-03T07:22:58.816Z,,,,,50,,29.8
2018-02-03T07:23:08.815Z,,,,,50,,29.8
2018-02-03T07:23:28.815Z,,,,,50,,29.8
2018-02-03T07:23:38.815Z,,,,,50,,29.8
2018-02-03T07:23:48.815Z,,,,,,37.6,
2018-02-03T07:23:58.815Z,,,,,50,,29.8
2018-02-03T07:24:08.815Z,,,,,50,,29.8
2018-02-03T07:24:28.816Z,,,,,50,,29.8
2018-02-03T07:24:38.815Z,,,,,50,,29.7
2018-02-03T07:24:58.815Z,,,,,50,,29.7
2018-02-03T07:25:08.815Z,,,,,50,,29.7
2018-02-03T07:25:18.815Z,,,,,,37.5,
2018-02-03T07:25:28.816Z,,,,,50,,29.7
2018-02-03T07:25:38.815Z,,,,,50,,29.7
2018-02-03T07:25:58.815Z,,,,,50,,29.7
2018-02-03T07:26:08.816Z,,,,,50,,29.7
2018-02-03T07:26:28.815Z,,,,,50,,29.7
2018-02-03T07:26:38.815Z,,,,,50,,29.7
2018-02-03T07:26:58.815Z,,,,,50,,29.7
2018-02-03T07:27:08.815Z,,,,,50,,29.7
2018-02-03T07:27:18.815Z,,,,,,37.4,
2018-02-03T07:27:28.816Z,,,,,50,,29.7
2018-02-03T07:27:38.815Z,,,,,50,,29.7
2018-02-03T07:27:58.816Z,,,,,50,,29.7
2018-02-03T07:28:08.815Z,,,,,50,,29.7
2018-02-03T07:28:28.816Z,,,,,50,,29.6
2018-02-03T07:28:38.815Z,,,,,50,,29.6
2018-02-03T07:28:48.815Z,,,,,50,,29.6
2018-02-03T07:28:58.816Z,43,1,0,,50,39.3,29.6
2018-02-03T07:29:08.815Z,37,,,,50,42.8,29.6
2018-02-03T07:29:18.816Z,29,,,,50,40.7,29.6
2018-02-03T07:29:28.815Z,30,,,,50,38.7,29.6
2018-02-03T07:29:38.816Z,29,,,,50,36.7,29.6
2018-02-03T07:29:48.815Z,,,,,50,35.3,29.6
2018-02-03T07:29:58.815Z,,,,,50,34.9,29.6
2018-02-03T07:30:08.815Z,29,,,,,35.4,
2018-02-03T07:30:18.815Z,,,,,50,35.9,29.6
2018-02-03T07:30:28.816Z,30,,,,50,36.2,29.6
2018-02-03T07:30:38.815Z,29,,,,,36.4,
2018-02-03T07:30:48.815Z,,,,,50,36.6,29.6
2018-02-03T07:30:58.819Z,,,,,50,,29.6
2018-02-03T07:31:08.815Z,30,,,,50,36.9,29.6
2018-02-03T07:31:18.815Z,30,,,,,37.2,
2018-02-03T07:31:28.815Z,29,,,,50,37.4,29.6
2018-02-03T07:31:38.824Z,,,,,50,,29.6
2018-02-03T07:31:48.815Z,,,,,50,37.9,29.6
2018-02-03T07:31:58.815Z,30,,,,,38.1,
2018-02-03T07:32:08.815Z,29,,,,50,38.3,29.6
2018-02-03T07:32:18.815Z,,,,,50,,29.6
2018-02-03T07:32:28.815Z,,,,,50,38.6,29.6
2018-02-03T07:32:38.815Z,30,,,,,38.8,
2018-02-03T07:32:48.816Z,29,,,,50,39.1,29.6
2018-02-03T07:32:58.870Z,,,,,50,39.2,29.6
2018-02-03T07:33:08.861Z,,,,,50,,29.6
2018-02-03T07:33:18.815Z,29,,,,,39.6,
2018-02-03T07:33:28.840Z,,,,,50,39.7,29.6
2018-02-03T07:33:38.828Z,,,,,50,,29.6
2018-02-03T07:33:48.819Z,30,,,,,40,
2018-02-03T07:33:58.815Z,29,,,,50,40.1,29.6
2018-02-03T07:34:08.815Z,,,,,50,,29.6
2018-02-03T07:34:18.815Z,,,,,,40.4,
2018-02-03T07:34:28.815Z,30,,,,50,40.6,29.6
2018-02-03T07:34:38.815Z,0,1,0,,50,40.7,29.6
2018-02-03T07:34:48.815Z,,,,,50,37.9,29.6
2018-02-03T07:34:58.815Z,,,,,,36.6,
2018-02-03T07:35:08.815Z,,,,,50,36,29.6
2018-02-03T07:35:18.815Z,,,,,,35.8,
2018-02-03T07:35:28.816Z,,,,,50,,29.6
2018-02-03T07:35:38.816Z,,,,,50,,29.7
2018-02-03T07:35:48.815Z,,,,,,35.8,
2018-02-03T07:35:58.815Z,,,,,50,35.7,29.7
2018-02-03T07:36:08.815Z,,,,,50,,29.7
2018-02-03T07:36:18.815Z,,,,,,35.4,
2018-02-03T07:36:28.815Z,,,,,50,,29.7
2018-02-03T07:36:38.815Z,,,,,50,,29.7
2018-02-03T07:36:48.815Z,,,,,,35.3,
2018-02-03T07:36:58.815Z,,,,,50,,29.7
2018-02-03T07:37:08.815Z,,,,,50,,29.7
2018-02-03T07:37:28.816Z,,,,,50,,29.7
2018-02-03T07:37:38.815Z,,,,,50,35.2,29.7
2018-02-03T07:37:58.815Z,,,,,50,,29.7
2018-02-03T07:38:08.815Z,,,,,50,,29.7
2018-02-03T07:38:18.815Z,,,,,,35.1,
2018-02-03T07:38:28.816Z,,,,,50,35.2,29.7
2018-02-03T07:38:38.815Z,,,,,50,,29.7
2018-02-03T07:38:48.815Z,,,,,,35.1,
2018-02-03T07:38:58.815Z,,,,,50,,29.7
2018-02-03T07:39:08.815Z,,,,,50,,29.7
2018-02-03T07:39:28.815Z,,,,,50,,29.7
2018-02-03T07:39:38.815Z,,,,,50,,29.7
2018-02-03T07:39:48.815Z,,,,,,35.2,
2018-02-03T07:39:58.815Z,,,,,50,35.1,29.7
2018-02-03T07:40:08.815Z,,,,,50,,29.7
2018-02-03T07:40:18.815Z,,,,,,35.2,
2018-02-03T07:40:28.815Z,,,,,50,,29.7
2018-02-03T07:40:38.815Z,,,,,50,,29.7
2018-02-03T07:40:58.815Z,,,,,50,,29.7
2018-02-03T07:41:08.815Z,,,,,50,,29.7
2018-02-03T07:41:18.815Z,,,,,,35.3,
2018-02-03T07:41:28.815Z,,,,,50,,29.7
2018-02-03T07:41:38.815Z,,,,,50,,29.7
2018-02-03T07:41:58.815Z,,,,,50,35.4,29.7
2018-02-03T07:42:08.815Z,,,,,50,,29.7
2018-02-03T07:42:28.816Z,,,,,50,,29.7
2018-02-03T07:42:38.815Z,,,,,50,,29.7
2018-02-03T07:42:48.815Z,,,,,,35.5,
2018-02-03T07:42:58.815Z,,,,,50,,29.7
2018-02-03T07:43:08.815Z,0,1,0,59,50,35.5,29.7
2018-02-03T07:43:28.815Z,,,,,50,,29.7
2018-02-03T07:43:38.815Z,,,,,50,,29.7
2018-02-03T07:43:58.855Z,,,,,50,,29.7
2018-02-03T07:44:08.815Z,,,,,50,,29.7
2018-02-03T07:44:28.818Z,,,,,50,,29.7
2018-02-03T07:44:38.816Z,,,,,50,,29.7
2018-02-03T07:44:48.815Z,,,,,,35.5,
2018-02-03T07:44:58.815Z,,,,,50,35.6,29.7
2018-02-03T07:45:08.815Z,,,,,50,,29.7
2018-02-03T07:45:18.815Z,,,,,,35.5,
2018-02-03T07:45:28.815Z,,,,,50,,29.7
2018-02-03T07:45:38.814Z,,,,,50,,29.7
2018-02-03T07:45:58.815Z,,,,,50,,29.7
2018-02-03T07:46:08.815Z,,,,,50,,29.7
2018-02-03T07:46:28.815Z,,,,,50,,29.6
2018-02-03T07:46:38.815Z,,,,,50,,29.6
2018-02-03T07:46:58.815Z,,,,,50,,29.6
2018-02-03T07:47:08.815Z,,,,,50,,29.6
2018-02-03T07:47:28.815Z,,,,,50,,29.6
2018-02-03T07:47:38.815Z,,,,,50,,29.6
2018-02-03T07:47:58.815Z,,,,,50,,29.6
2018-02-03T07:48:08.815Z,,,,,50,,29.6
2018-02-03T07:48:18.815Z,,,,,,35.4,
2018-02-03T07:48:28.879Z,,,,,50,,29.6
2018-02-03T07:48:38.815Z,,,,,50,,29.6
2018-02-03T07:48:58.851Z,,,,,50,,29.6
2018-02-03T07:49:08.843Z,,,,,50,,29.6
2018-02-03T07:49:28.821Z,,,,,50,,29.6
2018-02-03T07:49:38.815Z,,,,,50,,29.6
2018-02-03T07:49:58.815Z,,,,,50,,29.6
2018-02-03T07:50:08.815Z,,,,,50,,29.5
2018-02-03T07:50:18.815Z,,,,,,35.3,
2018-02-03T07:50:28.815Z,,,,,50,,29.5
2018-02-03T07:50:38.815Z,,,,,50,,29.5
2018-02-03T07:50:58.815Z,,,,,50,,29.5
2018-02-03T07:51:08.815Z,,,,,50,,29.5
2018-02-03T07:51:28.815Z,,,,,50,,29.5
2018-02-03T07:51:38.815Z,,,,,50,,29.5
2018-02-03T07:51:58.815Z,,,,,50,,29.5
2018-02-03T07:52:08.815Z,,,,,50,,29.5
2018-02-03T07:52:18.815Z,,,,,,35.2,
2018-02-03T07:52:28.815Z,,,,,50,,29.5
2018-02-03T07:52:38.815Z,,,,,50,,29.5
2018-02-03T07:52:58.815Z,,,,,50,,29.5
2018-02-03T07:53:08.815Z,,,,,50,,29.5
2018-02-03T07:53:28.815Z,,,,,50,,29.3
2018-02-03T07:53:38.815Z,,,,,50,,29.3
2018-02-03T07:53:48.815Z,,,,,,35.1,
2018-02-03T07:53:58.815Z,,,,,50,,29.3
2018-02-03T07:54:08.814Z,,,,,50,,29.3
2018-02-03T07:54:28.815Z,,,,,50,,29.3
2018-02-03T07:54:38.816Z,43,1,0,,50,36.2,29.3
2018-02-03T07:54:48.817Z,36,,,,50,40.5,29.3
2018-02-03T07:54:58.815Z,29,,,,50,39.6,29.3
2018-02-03T07:55:08.815Z,30,,,,50,37.9,29.3
2018-02-03T07:55:18.815Z,29,,,,,35.6,
2018-02-03T07:55:28.848Z,30,,,,50,35.1,29.3
2018-02-03T07:55:38.815Z,,,,,50,,29.3
2018-02-03T07:55:48.815Z,29,,,,,35.6,
2018-02-03T07:55:58.815Z,,,,,50,36.1,29.3
2018-02-03T07:56:08.815Z,,,,,50,36.5,29.3
2018-02-03T07:56:18.815Z,,,,,50,,29.3
2018-02-03T07:56:28.815Z,,,,,50,36.8,29.3
2018-02-03T07:56:38.814Z,,,,,50,36.9,29.2
2018-02-03T07:56:48.815Z,,,,,,37.1,
2018-02-03T07:56:58.815Z,30,,,,50,37.3,29.2
2018-02-03T07:57:08.815Z,,,,,50,,29.2
2018-02-03T07:57:18.815Z,30,,,,,37.7,
2018-02-03T07:57:28.815Z,29,,,,50,37.4,29.2
2018-02-03T07:57:38.815Z,,,,,50,,29.2
2018-02-03T07:57:48.815Z,,,,,,37.8,
2018-02-03T07:57:58.814Z,,,,,50,37.9,29.2
2018-02-03T07:58:08.815Z,,,,,,38.1,
2018-02-03T07:58:18.815Z,,,,,50,38.3,29.3
2018-02-03T07:58:28.815Z,30,,,,50,38.5,29.2
2018-02-03T07:58:38.815Z,,,,,50,,29.3
2018-02-03T07:58:48.814Z,30,,,,,38.8,
2018-02-03T07:58:58.815Z,29,,,,50,39.1,29.3
2018-02-03T07:59:08.815Z,,,,,50,39.3,29.3
2018-02-03T07:59:18.815Z,,,,,50,,29.3
2018-02-03T07:59:28.815Z,30,,,,50,39.6,29.3
2018-02-03T07:59:38.815Z,,,,,,39.7,
2018-02-03T07:59:48.815Z,,,,,50,39.9,29.3
2018-02-03T07:59:58.816Z,29,,,,,40,
2018-02-03T08:00:08.815Z,,,,,50,40.2,29.3
2018-02-03T08:00:18.948Z,,,,,50,,29.3
2018-02-03T08:00:28.815Z,29,,,,50,40.5,29.3
2018-02-03T08:00:38.815Z,,,,,,40.6,
2018-02-03T08:00:48.815Z,,,,,50,40.8,29.3
2018-02-03T08:00:58.815Z,,,,,50,40.9,29.3
2018-02-03T08:01:08.815Z,30,,,,,41.1,
2018-02-03T08:01:18.815Z,,,,,50,41.2,29.3
2018-02-03T08:01:28.815Z,,,,,50,41.4,29.3
2018-02-03T08:01:38.815Z,,,,,50,,29.3
2018-02-03T08:01:48.815Z,29,,,,,41.7,
2018-02-03T08:01:58.815Z,,,,,50,41.8,29.5
2018-02-03T08:02:08.815Z,30,,,,50,42,29.5
2018-02-03T08:02:18.815Z,29,,,,,42.1,
